CrimeDateTime,ASSAULT,BATTERY,WEAPONS VIOLATION,THEFT,CRIMINAL TRESPASS,MOTOR VEHICLE THEFT,CRIMINAL DAMAGE,DECEPTIVE PRACTICE,ROBBERY,PUBLIC PEACE VIOLATION,CRIMINAL SEXUAL ASSAULT,NARCOTICS,OTHER OFFENSE,BURGLARY,OFFENSE INVOLVING CHILDREN,SEX OFFENSE,HOMICIDE,INTERFERENCE WITH PUBLIC OFFICER,CONCEALED CARRY LICENSE VIOLATION,PROSTITUTION,HUMAN TRAFFICKING,OBSCENITY,STALKING,ARSON,LIQUOR LAW VIOLATION,KIDNAPPING,INTIMIDATION,PUBLIC INDECENCY,NON-CRIMINAL,GAMBLING,OTHER NARCOTIC VIOLATION
2021-05-21,64,137,37,121,11,25,68,40,16,1,5,23,34,18,8,8,5,1,0.0,0.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-05-22,61,155,37,121,10,28,105,22,11,4,8,33,42,17,5,6,5,0,0.0,0.0,0.0,0,1,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2021-05-23,74,174,45,100,7,21,91,18,14,1,8,16,50,11,4,1,5,2,1.0,0.0,0.0,1,0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-05-24,63,130,40,126,12,26,68,58,23,5,3,22,53,15,8,2,3,0,0.0,1.0,0.0,0,0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-05-25,66,124,31,119,11,22,102,58,18,0,1,16,47,13,3,3,2,1,0.0,0.0,0.0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-05-26,64,132,24,110,8,19,82,33,16,2,4,15,33,16,5,1,2,0,1.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-27,59,76,27,106,9,22,67,44,10,0,4,23,40,7,4,1,1,3,0.0,0.0,0.0,0,3,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
2021-05-28,45,95,16,93,13,23,60,60,15,0,2,13,40,11,8,1,1,1,1.0,0.0,0.0,1,2,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-29,57,113,38,113,14,16,77,34,16,1,4,12,47,10,10,3,1,0,0.0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2021-05-30,56,130,56,101,8,26,74,35,10,0,2,20,39,17,7,1,1,1,0.0,0.0,0.0,0,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-31,50,120,43,75,8,19,79,31,12,0,8,16,55,11,4,2,1,1,1.0,0.0,0.0,0,2,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2021-06-01,72,115,42,109,5,24,77,93,17,1,17,14,65,14,17,4,3,0,0.0,0.0,0.0,1,0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-06-02,55,115,24,112,9,25,92,53,12,3,4,18,50,13,1,2,3,2,2.0,3.0,0.0,0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-03,49,114,21,145,12,29,57,70,19,2,6,17,49,22,2,2,1,1,1.0,3.0,0.0,0,0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2021-06-04,55,108,21,131,11,30,56,55,35,2,7,10,41,20,8,2,4,1,0.0,0.0,0.0,0,2,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-05,72,140,41,98,13,23,86,26,22,1,7,10,41,11,5,4,5,0,0.0,0.0,0.0,0,0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0
2021-06-06,65,184,45,112,6,33,109,40,20,4,9,16,44,14,5,5,0,1,2.0,0.0,0.0,0,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-06-07,70,132,28,118,7,34,78,69,15,5,2,14,39,27,4,2,0,0,0.0,0.0,0.0,0,4,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2021-06-08,78,139,27,143,14,26,86,50,15,3,5,14,44,12,5,8,1,1,0.0,0.0,0.0,0,3,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-09,68,110,32,99,6,28,80,70,20,0,6,12,46,12,7,3,4,0,0.0,0.0,0.0,0,1,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-06-10,67,121,29,107,8,41,80,49,23,1,2,15,46,16,9,4,3,2,0.0,0.0,0.0,0,0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2021-06-11,61,155,18,131,9,33,63,62,15,3,6,13,57,20,7,2,5,2,2.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-06-12,47,137,34,135,5,18,78,29,22,3,6,8,40,22,5,3,2,1,1.0,0.0,0.0,0,3,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
2021-06-13,56,166,31,120,11,24,81,43,28,1,5,11,59,16,7,7,0,1,1.0,0.0,0.0,0,1,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-14,60,132,38,129,6,24,74,72,18,2,1,13,44,25,5,2,4,2,0.0,0.0,0.0,0,0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-06-15,83,118,27,99,7,20,73,60,16,3,2,24,41,14,9,4,9,1,0.0,0.0,0.0,0,2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-16,66,122,23,99,6,21,80,57,11,1,2,20,55,19,5,2,0,2,0.0,0.0,0.0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-17,54,96,28,110,11,29,67,44,27,1,2,25,41,14,5,3,2,1,1.0,0.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-18,52,110,34,126,15,27,75,46,19,4,6,23,64,25,3,5,3,1,2.0,0.0,0.0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-19,59,169,55,122,4,27,91,30,21,7,6,23,62,15,8,7,4,0,2.0,0.0,0.0,1,0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-06-20,65,189,53,105,9,23,71,37,19,1,8,31,61,14,6,4,5,1,1.0,0.0,0.0,0,0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
2021-06-21,63,128,24,111,9,28,69,66,14,2,0,12,36,20,8,1,6,0,0.0,0.0,0.0,1,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-06-22,73,104,30,108,5,38,81,62,22,0,4,25,54,10,6,2,2,0,1.0,0.0,0.0,1,3,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-06-23,89,119,26,107,13,26,70,43,13,3,4,11,38,14,3,0,1,1,0.0,0.0,0.0,0,2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-24,64,97,19,115,8,27,88,42,18,1,4,19,45,25,5,0,2,0,0.0,0.0,0.0,0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-25,49,103,29,83,10,29,70,48,21,2,5,17,42,21,5,5,2,2,0.0,0.0,0.0,0,2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2021-06-26,50,117,25,139,10,26,81,18,25,2,5,7,38,11,2,1,4,1,1.0,0.0,0.0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-27,68,161,37,137,15,36,94,31,19,0,8,13,38,11,8,4,2,0,1.0,3.0,0.0,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-06-28,71,130,28,131,13,29,71,58,18,2,4,14,40,25,3,2,5,2,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-29,65,100,20,110,6,26,64,40,26,1,3,13,48,11,1,4,1,1,0.0,0.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-30,59,114,19,110,16,30,75,35,30,4,1,10,52,16,5,1,1,1,0.0,0.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-01,65,129,24,142,13,33,87,80,20,0,2,18,51,16,12,6,6,5,1.0,0.0,0.0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-02,65,91,32,133,10,46,76,37,22,1,6,30,53,25,9,3,5,2,0.0,0.0,0.0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-07-03,59,135,51,103,16,28,93,42,29,6,2,16,56,19,2,1,6,0,0.0,0.0,0.0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-04,65,188,47,107,6,16,113,18,22,6,9,18,44,14,2,2,4,0,0.0,1.0,0.0,0,0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-07-05,76,187,36,109,5,17,93,25,16,7,6,11,53,5,12,5,6,0,1.0,0.0,0.0,0,1,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-07-06,63,105,23,114,3,20,84,52,23,2,2,9,32,12,9,3,1,2,0.0,0.0,0.0,0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-07,76,124,25,111,8,17,69,53,20,1,14,15,38,18,6,1,5,2,0.0,5.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-08,61,89,25,125,7,29,92,40,30,1,2,7,38,20,5,5,2,0,0.0,0.0,0.0,0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-09,63,93,27,125,11,28,88,44,23,3,7,11,46,21,6,6,4,1,0.0,0.0,0.0,0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-10,48,148,37,124,12,45,58,33,20,2,9,9,40,18,3,1,6,0,1.0,0.0,0.0,0,0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-07-11,58,132,19,84,15,22,80,29,22,2,4,7,32,11,4,5,5,0,0.0,0.0,0.0,0,2,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2021-07-12,68,106,17,118,14,17,64,45,26,1,7,11,47,15,6,5,1,0,2.0,0.0,0.0,1,3,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-07-13,56,99,24,137,11,29,86,47,21,2,2,18,40,23,6,3,4,4,1.0,0.0,0.0,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2021-07-14,59,102,18,105,7,27,80,53,21,2,4,20,50,14,4,0,2,0,1.0,0.0,0.0,0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-15,50,106,21,112,8,18,57,46,32,2,5,12,35,13,3,2,3,0,0.0,0.0,0.0,1,2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-07-16,68,117,24,129,6,35,88,31,19,2,5,11,43,19,4,2,2,0,1.0,0.0,0.0,0,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-17,60,132,29,122,8,28,80,42,29,1,3,8,34,33,6,4,4,0,0.0,0.0,0.0,0,1,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-18,68,143,35,96,9,29,85,20,20,5,3,9,26,24,4,2,7,2,0.0,2.0,0.0,0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-19,46,116,22,117,9,28,76,48,25,2,5,8,30,16,9,4,2,1,1.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-20,66,92,22,123,9,32,77,44,25,4,4,8,37,19,4,6,2,0,1.0,0.0,0.0,0,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2021-07-21,62,126,18,121,15,19,74,48,14,3,2,13,34,13,3,1,3,0,0.0,0.0,0.0,1,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-22,61,127,22,138,11,21,67,53,11,6,4,12,40,10,4,5,1,0,2.0,0.0,0.0,0,4,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2021-07-23,65,122,23,134,7,32,82,39,30,3,4,12,43,23,5,0,4,0,0.0,0.0,0.0,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-24,61,151,20,123,13,29,88,26,17,1,5,5,32,22,6,2,7,2,1.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-25,78,153,35,112,12,30,88,21,27,1,3,7,43,13,4,4,3,0,0.0,4.0,0.0,1,1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-07-26,60,127,31,116,13,23,80,64,26,0,4,16,41,20,8,4,3,0,0.0,0.0,1.0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-27,60,121,24,119,8,31,80,56,26,1,3,16,39,23,2,9,2,0,0.0,0.0,0.0,0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-28,58,126,35,110,11,23,79,39,22,0,3,19,28,25,2,6,4,1,0.0,0.0,0.0,0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-29,73,126,22,201,10,28,81,65,31,2,2,19,27,13,5,3,2,1,0.0,0.0,0.0,0,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-30,65,100,19,219,12,20,62,50,19,1,9,5,36,19,4,1,0,1,1.0,0.0,0.0,0,0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-31,73,171,26,233,9,37,82,39,24,0,7,9,32,20,8,3,6,2,2.0,0.0,0.0,1,1,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-08-01,68,150,34,182,8,24,86,74,21,1,10,10,49,23,8,3,3,1,0.0,0.0,0.0,0,3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-02,59,124,27,112,7,31,80,53,19,0,4,9,39,22,3,5,3,1,1.0,0.0,0.0,0,0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2021-08-03,63,116,20,100,8,18,89,41,20,4,10,7,31,7,1,3,4,0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-04,64,100,30,117,15,22,69,49,26,0,4,23,39,22,7,1,2,1,0.0,0.0,0.0,0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-05,60,127,23,118,4,27,78,45,13,1,3,14,36,20,3,3,2,0,0.0,0.0,0.0,1,0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-08-06,62,117,17,111,14,30,63,47,26,0,2,10,41,27,10,4,5,3,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-07,65,139,29,134,5,27,82,25,25,1,4,6,41,15,4,2,3,1,2.0,0.0,0.0,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2021-08-08,64,168,24,109,9,21,87,28,39,1,4,11,23,19,3,3,6,0,1.0,0.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-09,50,109,17,118,8,25,80,46,30,0,3,5,37,22,3,5,2,1,0.0,0.0,0.0,0,2,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-08-10,67,102,18,98,5,26,71,40,16,1,7,8,34,29,5,2,2,1,0.0,0.0,0.0,0,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-08-11,50,102,18,119,9,25,82,40,15,3,1,13,30,30,5,4,4,0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-12,58,95,20,118,7,23,63,41,19,1,4,14,34,24,3,5,0,1,1.0,0.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-13,55,109,21,127,14,25,60,52,15,0,1,11,41,15,5,2,2,2,2.0,0.0,0.0,0,1,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-14,54,130,47,122,7,41,78,28,19,2,3,7,42,21,2,0,5,0,0.0,0.0,0.0,0,1,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
2021-08-15,56,152,37,100,8,39,68,33,27,3,4,11,30,17,3,2,4,3,0.0,0.0,0.0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-08-16,64,114,42,124,9,34,60,52,20,0,9,11,35,15,6,1,6,0,1.0,0.0,0.0,0,0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2021-08-17,53,117,29,115,9,30,60,65,16,2,3,16,43,17,3,4,4,1,0.0,0.0,0.0,0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-18,54,104,11,113,7,29,77,38,15,1,2,8,26,17,6,4,1,2,0.0,0.0,0.0,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-08-19,60,111,19,138,11,31,74,37,16,1,2,2,32,17,3,2,3,0,3.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-20,48,99,22,146,14,34,81,47,18,2,7,5,45,21,6,1,2,0,1.0,0.0,0.0,0,1,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-08-21,68,153,30,146,10,45,88,32,20,0,2,9,38,17,5,5,5,0,1.0,0.0,0.0,0,0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2021-08-22,62,145,35,137,6,25,81,27,18,1,8,10,25,16,2,7,2,0,0.0,1.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-23,63,113,31,124,15,32,76,55,21,2,7,15,41,30,2,6,0,1,0.0,0.0,0.0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2021-08-24,51,110,23,121,6,38,83,39,16,1,4,11,32,17,3,1,0,0,0.0,0.0,0.0,0,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2021-08-25,57,92,17,135,12,19,72,60,20,2,2,12,38,13,6,6,3,0,0.0,0.0,0.0,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-26,72,107,25,136,7,20,69,43,21,1,2,10,47,12,4,3,1,1,0.0,0.0,0.0,0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-27,80,121,27,149,9,34,78,43,28,0,8,15,40,20,9,2,0,2,0.0,0.0,0.0,0,3,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-28,64,142,32,142,7,35,69,21,21,0,12,7,36,13,6,2,1,0,1.0,0.0,0.0,0,3,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-29,70,164,32,114,10,38,88,22,28,0,4,4,38,19,7,2,4,0,1.0,0.0,0.0,0,1,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2021-08-30,68,131,20,121,11,28,75,48,22,1,3,9,41,19,9,4,4,2,0.0,0.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-31,42,142,19,143,12,34,55,39,25,3,3,18,29,24,4,3,0,0,0.0,0.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-01,79,114,19,141,5,37,86,97,23,2,4,11,57,25,11,12,3,0,1.0,9.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-02,71,119,36,98,11,24,62,41,14,1,1,11,32,15,5,3,5,1,1.0,0.0,0.0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-03,61,115,26,150,9,32,70,54,27,3,6,13,41,19,6,5,0,2,4.0,0.0,0.0,0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-09-04,68,140,28,144,7,35,95,33,29,3,4,7,43,20,1,2,0,1,0.0,0.0,0.0,0,0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-05,58,159,45,136,9,32,96,28,19,2,4,10,38,15,7,3,5,0,0.0,0.0,0.0,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-06,73,146,46,115,10,30,77,31,25,1,2,4,27,20,9,3,2,0,2.0,0.0,0.0,0,2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-07,60,103,25,107,12,26,79,38,19,3,1,9,33,27,10,3,1,1,0.0,7.0,0.0,0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-08,73,110,19,123,6,28,66,44,24,2,3,9,34,18,4,2,2,0,0.0,5.0,0.0,0,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-09,64,131,29,121,15,27,59,48,24,3,6,9,35,27,4,4,1,1,1.0,0.0,0.0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-10,73,137,23,147,11,38,75,40,18,4,8,13,43,15,5,3,6,2,1.0,0.0,0.0,0,5,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-11,72,142,36,122,16,39,80,29,29,1,6,6,31,25,7,3,4,0,4.0,0.0,0.0,0,1,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-09-12,73,157,40,119,11,32,95,24,32,0,4,5,46,20,4,4,3,2,0.0,0.0,0.0,0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-13,77,139,26,137,12,35,71,55,35,2,6,11,37,23,9,5,3,0,2.0,0.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-14,86,115,33,113,10,27,83,44,14,2,4,13,58,25,5,4,2,0,0.0,0.0,0.0,0,1,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2021-09-15,61,123,20,155,17,24,76,64,29,3,3,9,45,25,1,3,4,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-16,72,142,17,144,17,31,80,48,22,3,7,5,44,28,6,0,3,2,1.0,0.0,0.0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-17,71,135,30,128,9,38,75,31,28,0,0,5,32,18,3,4,5,1,0.0,0.0,1.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-18,56,153,29,131,10,31,97,31,28,3,2,4,43,21,3,3,6,1,0.0,0.0,0.0,0,0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-19,83,169,27,128,8,47,101,31,37,4,2,9,31,17,2,5,3,2,0.0,0.0,0.0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-09-20,70,115,27,127,12,42,77,53,37,3,1,6,41,25,6,4,3,0,1.0,0.0,0.0,1,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-09-21,58,106,26,147,14,35,62,48,23,1,3,7,49,28,7,6,2,1,0.0,0.0,0.0,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-09-22,65,89,15,135,16,37,69,45,36,6,4,17,43,30,5,3,1,3,1.0,0.0,1.0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-23,68,104,21,159,10,37,68,42,18,2,4,8,38,22,3,2,4,1,1.0,0.0,0.0,0,1,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2021-09-24,46,118,29,137,9,38,65,37,21,7,6,10,32,24,5,1,4,1,0.0,1.0,0.0,0,0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2021-09-25,58,120,35,146,8,38,71,39,25,3,7,14,31,23,5,2,3,2,0.0,0.0,0.0,0,1,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-26,61,150,30,107,11,35,77,22,32,4,6,8,38,24,3,2,4,1,0.0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2021-09-27,82,113,15,127,11,36,66,53,24,0,5,9,42,22,5,4,8,1,0.0,0.0,0.0,0,1,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0
2021-09-28,77,123,24,128,10,36,91,45,31,3,2,17,42,20,3,4,3,1,0.0,0.0,0.0,1,0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-09-29,74,121,19,144,14,31,70,45,25,4,5,12,38,27,9,3,1,1,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-30,49,121,14,136,18,38,59,50,25,1,5,15,45,19,6,3,1,0,0.0,0.0,0.0,0,2,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
2021-10-01,67,118,37,185,10,38,86,112,36,1,10,9,50,27,10,13,3,0,0.0,0.0,0.0,0,2,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
2021-10-02,57,144,33,154,12,53,73,32,33,1,5,16,37,33,4,1,3,0,1.0,0.0,0.0,0,1,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-10-03,75,151,32,148,16,46,87,27,35,5,5,4,29,13,5,3,3,1,1.0,0.0,0.0,0,2,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-04,79,125,31,110,9,42,80,38,17,3,3,16,38,15,4,1,3,2,0.0,0.0,0.0,0,2,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-10-05,73,104,14,152,12,41,76,44,25,2,3,13,37,24,2,3,1,1,0.0,0.0,0.0,0,4,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-10-06,76,126,30,131,12,33,78,57,27,0,7,16,32,23,3,7,0,1,2.0,0.0,0.0,0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-07,59,106,18,103,3,44,71,37,21,0,6,17,47,31,4,6,3,0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2021-10-08,79,120,21,137,14,23,75,47,30,2,3,18,31,16,11,4,1,0,2.0,0.0,0.0,0,1,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-09,57,138,35,133,13,43,75,31,23,4,7,11,45,27,2,2,1,0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-10-10,70,167,25,126,14,33,79,23,20,0,7,5,42,17,3,4,2,0,1.0,0.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-11,42,116,25,124,11,39,61,25,27,1,2,10,40,22,6,6,1,1,1.0,0.0,0.0,0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-12,65,123,23,123,13,33,77,39,33,2,0,14,39,29,3,7,1,1,2.0,0.0,0.0,0,2,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-10-13,60,105,16,136,8,32,86,44,20,3,4,12,44,20,6,4,2,0,0.0,0.0,0.0,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2021-10-14,71,123,18,127,8,35,58,40,27,0,4,13,42,25,7,1,2,2,0.0,0.0,0.0,0,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2021-10-15,65,108,14,161,16,37,66,39,30,0,6,5,40,30,5,0,1,3,0.0,0.0,0.0,0,0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0
2021-10-16,53,125,23,130,14,31,88,42,23,2,9,5,28,23,5,0,1,0,0.0,0.0,0.0,0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
