CrimeDateTime,ASSAULT,BATTERY,WEAPONS VIOLATION,THEFT,CRIMINAL TRESPASS,MOTOR VEHICLE THEFT,CRIMINAL DAMAGE,DECEPTIVE PRACTICE,ROBBERY,PUBLIC PEACE VIOLATION,CRIMINAL SEXUAL ASSAULT,NARCOTICS,OTHER OFFENSE,BURGLARY,OFFENSE INVOLVING CHILDREN,SEX OFFENSE,HOMICIDE,INTERFERENCE WITH PUBLIC OFFICER,CONCEALED CARRY LICENSE VIOLATION,PROSTITUTION,HUMAN TRAFFICKING,OBSCENITY,STALKING,ARSON,LIQUOR LAW VIOLATION,KIDNAPPING,INTIMIDATION,PUBLIC INDECENCY,NON-CRIMINAL,GAMBLING,OTHER NARCOTIC VIOLATION
2021-10-17,66,146,25,129,3,35,73,33,16,1,5,8,40,24,2,4,4,1,0.0,0.0,0.0,0,1,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-18,51,114,24,125,12,40,73,50,32,3,7,6,42,27,7,7,5,1,2.0,0.0,0.0,0,3,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-10-19,58,108,14,137,9,28,59,38,27,2,2,12,34,21,4,1,3,2,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-20,63,136,20,134,4,23,61,49,21,4,1,12,40,22,4,1,2,2,1.0,0.0,0.0,0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-21,67,109,21,139,15,36,65,50,19,2,2,9,44,30,6,5,3,2,0.0,0.0,0.0,0,2,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2021-10-22,52,112,20,154,7,34,86,36,27,2,3,11,30,20,4,6,1,0,0.0,0.0,0.0,0,0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-23,47,126,35,147,15,39,83,39,37,0,2,4,30,26,4,1,2,1,1.0,0.0,0.0,0,2,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-10-24,33,107,20,96,11,45,53,22,25,0,5,10,32,21,1,1,1,0,1.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-25,61,96,16,150,10,35,70,35,20,1,2,9,37,24,4,2,2,0,1.0,0.0,0.0,0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-26,55,99,31,169,11,47,68,38,23,1,0,13,42,22,6,2,1,0,2.0,0.0,0.0,0,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-27,59,102,19,143,8,40,59,40,31,2,5,10,42,26,8,5,2,0,0.0,0.0,0.0,0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-28,50,98,24,135,7,36,58,41,34,3,4,8,46,31,7,4,3,1,1.0,0.0,0.0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2021-10-29,56,110,17,129,13,52,66,43,33,3,5,6,37,30,2,3,0,0,0.0,0.0,0.0,0,3,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-30,63,123,29,139,10,34,61,27,35,3,5,9,37,23,5,2,3,1,0.0,0.0,0.0,1,1,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-10-31,42,170,29,121,7,36,96,20,30,3,6,14,35,35,3,5,3,0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2021-11-01,51,104,27,142,15,30,80,77,34,1,6,8,62,19,19,6,2,2,1.0,0.0,0.0,1,2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-11-02,65,109,18,127,15,33,62,44,35,2,2,12,35,26,6,4,2,2,1.0,0.0,0.0,0,0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2021-11-03,66,120,20,138,10,36,65,44,27,2,3,10,20,21,4,2,2,1,0.0,0.0,0.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2021-11-04,71,101,26,97,11,42,62,45,26,1,3,13,35,27,5,3,1,1,1.0,0.0,0.0,0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-05,58,94,26,122,10,28,81,32,30,0,2,16,28,26,8,1,3,0,0.0,0.0,0.0,0,1,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-06,40,124,23,143,9,32,100,26,38,1,4,9,41,24,4,2,3,0,0.0,0.0,0.0,0,0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
2021-11-07,49,134,29,113,7,42,104,21,33,0,8,9,44,26,7,1,8,0,0.0,1.0,0.0,0,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-08,82,111,23,138,14,26,85,44,32,0,4,6,42,28,12,4,2,1,0.0,0.0,0.0,0,2,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-11-09,67,91,22,142,11,33,84,40,22,4,8,7,48,25,6,5,6,1,0.0,0.0,0.0,0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-11-10,60,102,17,158,7,32,85,48,24,1,6,8,41,25,1,6,1,0,0.0,0.0,0.0,0,0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-11,54,89,21,127,13,44,66,32,25,2,5,13,27,34,3,5,1,0,3.0,0.0,0.0,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2021-11-12,42,73,19,127,9,45,59,47,23,1,3,17,46,28,2,2,1,1,1.0,0.0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-13,58,98,35,134,8,33,74,26,24,1,4,12,40,21,6,2,4,2,0.0,0.0,0.0,1,1,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-14,61,97,31,123,9,33,74,14,35,2,6,9,32,17,3,3,1,0,1.0,0.0,0.0,0,2,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-11-15,62,84,20,115,10,46,72,52,34,2,3,12,41,24,6,4,3,0,0.0,0.0,0.0,0,3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-16,69,100,29,148,7,33,65,53,15,1,5,13,19,22,4,9,1,0,0.0,0.0,0.0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-17,41,81,23,130,12,33,55,51,19,1,7,12,30,19,4,6,2,1,0.0,0.0,0.0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-18,49,104,23,120,13,39,58,46,23,1,1,15,39,32,6,5,0,1,0.0,0.0,0.0,0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-19,51,111,19,138,9,43,63,31,21,1,4,5,37,26,2,3,3,1,1.0,0.0,0.0,0,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
2021-11-20,47,119,28,141,9,33,81,41,21,3,2,16,33,24,3,1,2,0,0.0,0.0,1.0,0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2021-11-21,49,137,22,97,11,53,76,19,37,0,6,2,38,21,4,4,1,4,0.0,0.0,0.0,0,1,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-22,54,101,20,114,12,24,55,39,20,0,5,8,34,32,9,5,2,1,0.0,0.0,0.0,0,2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-23,36,90,19,123,11,29,52,39,25,2,5,7,25,31,4,1,2,0,0.0,0.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-24,48,103,19,165,11,34,58,46,19,2,5,15,38,22,1,2,3,1,0.0,0.0,0.0,0,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-25,44,106,11,59,5,27,66,9,19,0,2,3,29,22,6,0,0,0,0.0,0.0,0.0,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-11-26,40,96,28,131,5,24,64,51,26,1,1,8,32,19,9,1,1,3,1.0,0.0,0.0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2021-11-27,44,91,32,135,11,48,62,26,27,1,5,5,23,24,5,3,2,0,0.0,0.0,0.0,0,0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-28,64,131,24,94,12,28,77,23,22,3,4,7,42,14,7,3,2,0,1.0,0.0,0.0,0,2,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-29,53,101,23,156,7,42,59,47,19,3,2,7,38,29,7,2,1,0,0.0,0.0,0.0,0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-30,54,98,21,143,10,40,43,45,26,4,4,15,32,25,2,5,0,1,1.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-01,69,105,15,149,11,51,61,95,31,3,4,15,49,19,10,5,3,2,0.0,0.0,0.0,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-02,80,105,24,119,11,36,68,38,32,1,11,16,43,23,11,2,3,1,0.0,0.0,0.0,0,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-03,69,121,29,150,8,54,66,42,32,3,4,7,42,29,4,4,3,3,0.0,0.0,0.0,0,0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2021-12-04,46,114,32,128,7,36,66,34,41,5,6,7,32,29,3,3,4,1,0.0,0.0,0.0,0,1,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-12-05,56,117,20,106,14,42,64,17,28,1,4,3,42,21,7,4,2,1,0.0,0.0,0.0,0,0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-06,51,106,15,132,6,33,60,35,40,2,4,10,27,17,7,5,0,1,0.0,0.0,0.0,0,3,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2021-12-07,46,107,9,120,9,28,62,51,22,1,3,10,22,19,5,5,2,1,0.0,0.0,0.0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-08,52,97,26,125,13,42,73,40,32,0,1,10,52,26,6,2,1,1,1.0,0.0,0.0,0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-09,56,102,21,146,9,38,56,38,29,1,5,9,35,26,5,3,2,0,0.0,0.0,0.0,0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-10,52,101,24,139,8,38,71,47,24,2,6,10,30,25,10,2,1,2,0.0,0.0,0.0,0,0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2021-12-11,48,78,21,115,9,50,74,26,47,5,7,12,25,18,2,4,3,0,1.0,0.0,0.0,0,1,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-12,60,122,25,122,9,40,78,23,29,1,6,8,39,20,1,1,1,1,0.0,7.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-13,52,102,20,137,8,39,77,41,22,5,7,11,32,34,8,3,2,1,0.0,0.0,0.0,0,2,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2021-12-14,62,95,24,144,7,29,55,42,24,1,6,7,29,23,3,3,5,2,0.0,0.0,0.0,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-12-15,65,86,16,152,14,36,69,41,44,2,5,9,37,34,4,3,2,2,0.0,0.0,0.0,0,5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-16,48,100,19,135,8,31,70,38,48,3,3,14,29,35,10,3,3,0,0.0,0.0,0.0,1,1,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2021-12-17,55,110,16,156,8,28,50,28,24,1,7,7,38,20,7,3,2,0,0.0,5.0,0.0,1,2,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-12-18,48,114,25,121,7,42,69,17,26,1,2,16,37,32,2,5,2,1,0.0,4.0,0.0,0,0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-12-19,41,111,19,94,22,28,57,27,26,0,1,7,42,23,3,0,1,0,0.0,6.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-20,51,95,17,132,7,33,56,38,24,0,1,4,42,27,5,1,2,1,0.0,0.0,0.0,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-12-21,45,101,26,116,11,26,58,32,21,1,2,6,30,19,6,1,2,1,0.0,0.0,0.0,0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-22,31,87,18,133,6,25,41,37,39,0,2,10,29,16,4,3,1,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-23,45,92,23,131,9,40,65,39,29,1,1,7,20,20,6,2,1,0,0.0,0.0,0.0,0,1,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0
2021-12-24,38,101,13,127,5,27,59,44,16,0,0,0,24,18,5,0,1,0,0.0,0.0,0.0,0,1,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-12-25,45,125,15,66,7,29,67,23,16,1,7,2,27,28,6,0,2,1,0.0,0.0,0.0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-26,43,109,16,87,9,23,52,35,11,2,0,4,29,18,2,0,1,0,0.0,0.0,0.0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-27,50,103,9,107,11,39,58,41,30,0,6,11,17,17,7,3,1,0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-12-28,51,70,11,105,4,28,75,37,17,2,4,7,22,16,6,1,0,0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-12-29,44,79,13,109,7,38,59,36,37,0,4,7,36,20,6,2,0,0,0.0,0.0,0.0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-30,43,101,13,134,6,33,85,40,29,1,2,3,24,24,4,5,0,2,0.0,0.0,0.0,0,1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2021-12-31,53,113,46,90,8,34,98,44,31,0,1,8,44,22,1,3,1,2,1.0,0.0,0.0,0,1,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-01-01,45,140,28,126,7,32,120,82,26,1,17,3,60,17,23,10,3,0,1.0,0.0,0.0,1,4,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-02,34,73,11,85,7,37,54,31,20,0,7,3,23,10,2,0,3,1,0.0,0.0,0.0,0,0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2022-01-03,44,63,12,103,6,29,47,39,21,0,1,7,26,14,5,1,1,2,0.0,0.0,0.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-01-04,45,73,10,119,7,37,45,40,21,1,5,9,29,18,4,3,4,1,1.0,0.0,0.0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2022-01-05,25,76,9,102,8,39,32,37,21,1,4,6,32,15,2,6,0,1,1.0,0.0,0.0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-01-06,40,72,16,100,5,37,53,62,26,0,1,4,31,21,3,4,1,0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-07,44,75,25,99,7,37,60,44,22,1,3,9,40,8,2,2,0,1,1.0,0.0,0.0,0,0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
2022-01-08,27,75,19,96,8,38,48,27,21,0,1,8,28,20,1,2,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-09,44,86,7,86,6,30,38,28,30,2,4,5,30,16,3,3,0,0,1.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-10,40,90,6,108,9,33,48,47,24,0,1,5,37,10,2,2,2,0,0.0,0.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-11,45,67,19,108,5,39,47,26,17,2,5,7,39,27,3,2,1,0,0.0,0.0,0.0,0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-01-12,37,79,20,132,16,33,64,46,25,3,1,7,23,26,5,2,3,0,0.0,0.0,1.0,0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-13,60,96,20,129,10,42,46,50,25,2,5,13,30,22,5,2,0,0,0.0,0.0,0.0,0,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-01-14,57,99,27,140,11,41,74,43,23,0,3,5,43,32,5,3,0,0,1.0,0.0,0.0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-01-15,34,114,21,121,5,46,64,34,22,0,6,8,25,18,4,5,5,1,0.0,0.0,0.0,0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-16,28,119,25,101,7,26,55,29,26,1,4,9,40,17,3,5,3,0,1.0,15.0,0.0,0,1,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-01-17,54,85,9,106,9,43,45,34,32,1,4,8,31,22,1,5,1,1,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-18,56,106,27,137,12,49,56,59,21,1,1,12,47,19,5,2,2,2,0.0,0.0,0.0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-01-19,55,91,17,121,10,36,48,55,11,0,2,7,42,20,7,2,0,1,1.0,1.0,0.0,0,0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2022-01-20,40,79,20,117,7,31,57,45,18,1,2,9,32,18,6,1,6,1,0.0,0.0,0.0,0,2,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2022-01-21,42,101,24,140,12,36,66,42,17,0,2,11,41,20,3,3,0,0,0.0,0.0,1.0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-01-22,33,114,16,111,3,51,58,34,32,0,6,12,31,19,4,1,4,0,1.0,0.0,0.0,0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-23,44,115,14,74,8,29,49,18,14,1,3,15,25,20,2,3,2,0,1.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-24,38,84,21,95,8,21,40,47,22,1,2,12,32,19,5,0,2,0,0.0,0.0,0.0,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-01-25,46,79,9,92,9,45,51,52,33,0,2,10,38,18,5,3,1,0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-26,44,100,13,106,12,38,38,37,25,1,1,14,36,16,5,1,3,1,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-27,61,97,26,132,7,47,43,52,20,1,1,17,28,23,8,2,3,3,1.0,0.0,0.0,0,3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-28,42,77,18,111,14,28,47,34,8,0,1,9,35,19,5,4,0,1,0.0,0.0,0.0,0,0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-29,41,106,22,96,9,31,59,21,19,0,5,10,43,15,6,1,2,2,0.0,0.0,0.0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-01-30,39,113,19,88,11,22,78,18,21,0,4,8,35,24,3,5,2,0,0.0,6.0,0.0,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-01-31,38,102,14,107,8,25,57,55,23,3,3,9,35,16,8,3,1,1,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-01,47,118,25,131,11,24,61,81,29,2,7,15,61,20,8,2,6,2,0.0,0.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-02,41,74,10,78,9,22,37,36,16,0,4,11,41,11,1,3,1,0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-03,57,82,20,95,8,25,46,41,23,2,3,21,29,23,4,1,2,0,0.0,5.0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-04,45,92,17,128,11,34,47,38,30,3,5,21,44,14,9,2,1,1,0.0,0.0,0.0,0,0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-05,41,102,17,116,5,36,61,29,23,1,4,13,32,13,5,0,2,2,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-06,40,101,25,100,11,34,55,28,20,1,3,16,36,10,6,2,2,1,0.0,7.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-07,40,103,17,113,8,44,50,46,13,1,7,18,52,16,4,6,0,1,0.0,0.0,0.0,0,4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-08,69,102,23,143,14,32,57,28,24,2,1,15,48,15,6,1,4,1,2.0,0.0,0.0,0,2,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-02-09,50,105,20,131,5,32,49,33,22,1,4,24,39,14,8,3,2,4,0.0,11.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-02-10,56,86,17,149,12,48,52,44,19,3,3,23,36,24,7,2,2,4,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-11,53,86,25,125,15,29,62,40,27,3,3,20,48,26,9,3,1,2,1.0,0.0,0.0,0,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2022-02-12,62,102,28,130,9,37,60,27,28,3,6,18,33,21,10,0,2,2,1.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-13,51,96,11,106,7,29,57,22,19,2,4,7,31,16,2,4,1,0,1.0,9.0,0.0,0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-14,46,124,21,119,11,34,50,41,33,2,6,13,43,15,5,0,0,0,0.0,0.0,0.0,0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-02-15,50,115,27,125,11,46,51,34,17,2,7,24,44,21,7,2,1,1,0.0,0.0,0.0,0,1,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-02-16,63,106,14,120,13,44,59,44,25,1,6,18,42,27,5,1,0,0,1.0,0.0,3.0,0,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-02-17,57,93,13,115,6,29,65,39,10,2,2,17,27,25,3,3,1,1,0.0,0.0,0.0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-02-18,46,92,20,92,11,38,54,39,20,0,1,19,44,19,11,1,3,2,2.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-19,50,114,27,113,13,34,70,37,17,1,4,18,28,22,1,5,1,1,1.0,0.0,0.0,0,1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-02-20,43,98,23,103,7,31,48,22,28,2,3,14,43,12,4,1,3,2,1.0,1.0,0.0,0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-21,37,91,21,132,14,30,66,35,25,2,4,16,36,21,5,4,0,0,1.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-22,40,90,16,136,11,45,56,49,20,3,6,16,42,18,6,3,2,2,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-23,63,81,11,125,16,39,65,40,31,3,1,22,34,16,4,6,1,1,0.0,0.0,1.0,0,0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-02-24,40,93,18,107,10,27,52,49,19,4,6,17,42,20,8,3,1,1,1.0,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-25,49,102,24,145,14,34,47,38,16,0,6,13,47,20,6,4,2,1,0.0,0.0,0.0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-02-26,46,95,34,125,6,33,40,23,30,0,5,15,41,21,6,2,0,2,1.0,0.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-27,52,121,29,108,13,28,77,16,16,0,6,10,29,12,7,3,1,3,1.0,7.0,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-02-28,58,91,25,115,11,45,60,52,15,1,9,17,36,17,4,2,3,3,0.0,0.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-01,50,92,24,154,14,40,64,82,21,3,15,26,49,12,9,8,0,0,0.0,0.0,0.0,1,6,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-03-02,54,112,23,133,10,27,54,49,15,0,4,18,52,15,7,2,1,2,2.0,0.0,0.0,0,0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-03-03,47,114,17,150,10,42,58,58,17,2,1,18,41,21,3,2,0,1,0.0,0.0,0.0,1,0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-03-04,43,90,33,162,10,32,82,59,23,2,3,25,46,22,6,2,2,1,0.0,0.0,0.0,0,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-03-05,44,118,40,145,14,42,79,28,24,2,5,9,39,20,1,3,0,2,2.0,0.0,0.0,0,0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-03-06,44,135,25,102,12,23,72,25,18,2,2,16,30,13,7,5,2,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-07,44,91,13,118,15,25,62,42,23,6,3,15,44,24,5,3,2,0,1.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-08,61,93,21,142,14,38,52,45,17,2,1,25,38,18,7,3,3,4,0.0,0.0,0.0,0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-09,45,79,23,113,12,38,58,40,17,0,2,21,51,15,3,6,2,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-10,43,119,12,134,15,34,52,54,12,1,5,21,49,20,2,3,1,0,0.0,0.0,0.0,0,2,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
2022-03-11,53,88,20,125,9,31,48,53,18,2,2,16,50,25,4,5,0,2,3.0,0.0,0.0,0,1,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
2022-03-12,46,116,22,152,11,41,57,57,24,3,6,17,47,15,8,5,0,1,0.0,0.0,0.0,0,1,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-03-13,41,131,20,112,5,46,56,34,26,1,2,19,45,16,4,5,2,1,0.0,0.0,0.0,0,1,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-14,65,101,28,133,9,31,54,57,25,0,3,17,39,25,3,3,0,1,0.0,0.0,0.0,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
