CrimeDateTime,SIMPLE,RECKLESS FIREARM DISCHARGE,AGGRAVATED OF AN UNBORN CHILD,OVER $500,DOMESTIC BATTERY SIMPLE,TO RESIDENCE,AUTOMOBILE,TO PROPERTY,COMPUTER FRAUD,FINANCIAL IDENTITY THEFT $300 AND UNDER,AGGRAVATED,RECKLESS CONDUCT,AGGRAVATED - OTHER DANGEROUS WEAPON,PREDATORY,STRONG ARM - NO WEAPON,UNLAWFUL POSSESSION - HANDGUN,$500 AND UNDER,FRAUD OR CONFIDENCE GAME,POSSESS - PCP,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",OTHER VEHICLE OFFENSE,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,UNLAWFUL ENTRY,SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,FINANCIAL IDENTITY THEFT OVER $ 300,AGGRAVATED - HANDGUN,PUBLIC INDECENCY,LICENSE VIOLATION,ARMED - HANDGUN,TELEPHONE THREAT,"AGGRAVATED - HANDS, FISTS, FEET, NO / MINOR INJURY",FROM BUILDING,NON-AGGRAVATED,FORCIBLE ENTRY,TO LAND,TO VEHICLE,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",UNLAWFUL USE - HANDGUN,AGGRAVATED VEHICULAR HIJACKING,OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,OF AN UNBORN CHILD,ENDANGERING LIFE / HEALTH OF CHILD,HARASSMENT BY TELEPHONE,CRIMINAL DEFACEMENT,MANUFACTURE / DELIVER - CRACK,FIRST DEGREE MURDER,POSSESS - COCAINE,AGGRAVATED - OTHER FIREARM,HOME INVASION,FALSE / STOLEN / ALTERED TRP,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,CRIMINAL SEXUAL ABUSE,OBSTRUCTING IDENTIFICATION,MANUFACTURE / DELIVER - COCAINE,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,RETAIL THEFT,ARMED WHILE UNDER THE INFLUENCE,HARASSMENT BY ELECTRONIC MEANS,UNLAWFUL USE - OTHER FIREARM,ATTEMPT FORCIBLE ENTRY,VIOLATE ORDER OF PROTECTION,CREDIT CARD FRAUD,POSSESS - CANNABIS 30 GRAMS OR LESS,SOLICIT ON PUBLIC WAY,TO STATE SUP LAND,TO AIRPORT,POSSESS - HEROIN (WHITE),FINANCIAL EXPLOITATION OF AN ELDERLY OR DISABLED PERSON,CHILD PORNOGRAPHY,VEHICLE TITLE / REGISTRATION OFFENSE,TO CITY OF CHICAGO PROPERTY,"AGGRAVATED POLICE OFFICER - HANDS, FISTS, FEET, NO INJURY",COMMERCIAL SEX ACTS,OTHER CRIME AGAINST PERSON,ATTEMPT - FINANCIAL IDENTITY THEFT,CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,ILLEGAL USE CASH CARD,PROHIBITED PLACES,POSSESS - CRACK,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,POSSESS - HALLUCINOGENS,CHILD ABDUCTION,AGGRAVATED CRIMINAL SEXUAL ABUSE,AGGRAVATED - OTHER,STOLEN PROPERTY BUY / RECEIVE / POSSESS,EMBEZZLEMENT,AGGRAVATED SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,AGGRAVATED CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,CHILD ABUSE,OBSCENE TELEPHONE CALLS,POSSESS - SYNTHETIC DRUGS,OBSCENE MATTER,FORGERY,ILLEGAL POSSESSION CASH CARD,OTHER,UNLAWFUL POSSESSION - OTHER FIREARM,AGGRAVATED POLICE OFFICER - HANDGUN,AGGRAVATED POLICE OFFICER - OTHER DANGEROUS WEAPON,THEFT OF LOST / MISLAID PROPERTY,ABUSE / NEGLECT - CARE FACILITY,MANUFACTURE / DELIVER -  HEROIN (WHITE),SOLICIT NARCOTICS ON PUBLIC WAY,AGGRAVATED OF A SENIOR CITIZEN,FOUND SUSPECT NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,THEFT / RECOVERY - AUTOMOBILE,UNLAWFUL USE OF A COMPUTER,ATTEMPT ARMED - OTHER DANGEROUS WEAPON,GUN OFFENDER - DUTY TO REGISTER,TO STATE SUPPORTED PROPERTY,THEFT OF LABOR / SERVICES,POCKET-PICKING,RESIST / OBSTRUCT / DISARM OFFICER,BY FIRE,POSSESS - BARBITURATES,PURSE-SNATCHING,LIQUOR LICENSE VIOLATION,VEHICULAR HIJACKING,VIOLATION OF STALKING NO CONTACT ORDER,SEX OFFENDER - FAIL TO REGISTER,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",PROBATION VIOLATION,ARSON THREAT,"AGGRAVATED - HANDS, FISTS, FEET, SERIOUS INJURY",OTHER WEAPONS VIOLATION,ATTEMPT ARMED - HANDGUN,ATTEMPT STRONG ARM - NO WEAPON,AGGRAVATED OF A CHILD,MANUFACTURE / DELIVER - HEROIN (TAN / BROWN TAR),VIOLATION OF CIVIL NO CONTACT ORDER,INDECENT SOLICITATION OF A CHILD,CHILD ABDUCTION / STRANGER,UNLAWFUL USE - OTHER DANGEROUS WEAPON,VIOLATION GPS MONITORING DEVICE,NON-CONSENSUAL DISSEMINATION OF PRIVATE SEXUAL IMAGES,OTHER ARSON / EXPLOSIVE INCIDENT,AGGRAVATED FINANCIAL IDENTITY THEFT,GUN OFFENDER - ANNUAL REGISTRATION,COUNTERFEITING DOCUMENT,ARMED - OTHER DANGEROUS WEAPON,COUNTERFEIT CHECK,AGGRAVATED PROTECTED EMPLOYEE - OTHER DANGEROUS WEAPON,MANUFACTURE / DELIVER - SYNTHETIC DRUGS,BOGUS CHECK,INTERFERENCE JUDICIAL PROCESS,BOMB THREAT,ARMED - OTHER FIREARM,OBSTRUCTING JUSTICE,IMPERSONATION,PEEPING TOM,BOARD PLANE WITH WEAPON,OTHER VIOLATION,"THEFT BY LESSEE, MOTOR VEHICLE",UNLAWFUL POSSESSION - AMMUNITION,ARMED - KNIFE / CUTTING INSTRUMENT,DECEPTIVE COLLECTION PRACTICES,EXTORTION,ATTEMPT AGGRAVATED,"THEFT / RECOVERY - TRUCK, BUS, MOBILE HOME","CYCLE, SCOOTER, BIKE WITH VIN",MANUFACTURE / DELIVER - METHAMPHETAMINE,DELIVERY CONTAINER THEFT,ATTEMPT ARSON,FORFEIT PROPERTY,UNAUTHORIZED VIDEOTAPING,SEXUAL EXPLOITATION OF A CHILD,ESCAPE,ATTEMPT THEFT,PAROLE VIOLATION,SOLICITING FOR A PROSTITUTE,INTIMIDATION,ANIMAL ABUSE / NEGLECT,"THEFT BY LESSEE, NON-MOTOR VEHICLE",ALTER / FORGE PRESCRIPTION,SALE / DELIVER - DRUG PARAPHERNALIA,"TRUCK, BUS, MOTOR HOME",GUN OFFENDER - DUTY TO REPORT CHANGE OF INFORMATION,AGGRAVATED PROTECTED EMPLOYEE - KNIFE / CUTTING INSTRUMENT,"AGGRAVATED P.O. - HANDS, FISTS, FEET, SERIOUS INJURY",FROM COIN-OPERATED MACHINE OR DEVICE,CYBERSTALKING,ATTEMPT ARMED - KNIFE / CUTTING INSTRUMENT,ATTEMPT - AUTOMOBILE,FALSE POLICE REPORT,POSSESS - METHAMPHETAMINE,POSSESS - AMPHETAMINES,ATTEMPT NON-AGGRAVATED,POSSESSION OF BURGLARY TOOLS,TAMPER WITH MOTOR VEHICLE,OBSCENITY,UNLAWFUL RESTRAINT,VIOLATION OF BAIL BOND - DOMESTIC VIOLENCE,ATTEMPT CRIMINAL SEXUAL ABUSE,POSSESS FIREARM / AMMUNITION - NO FOID CARD,VIOLENT OFFENDER - ANNUAL REGISTRATION,POSSESSION OF PORNOGRAPHIC PRINT,POSSESS - HEROIN (TAN / BROWN TAR),RECKLESS HOMICIDE,MANUFACTURE / DELIVER - PCP,CRIMINAL DRUG CONSPIRACY,CONTRIBUTE TO THE DELINQUENCY OF CHILD,"AGG. PROTECTED EMPLOYEE - HANDS, FISTS, FEET, SERIOUS INJURY",MANUFACTURE / DELIVER - HALLUCINOGEN,VIOLENT OFFENDER - DUTY TO REGISTER,LICENSED PREMISE,CHILD ABANDONMENT,POSSESS - HEROIN (BLACK TAR),INVOLUNTARY SERVITUDE,AGGRAVATED PROTECTED EMPLOYEE - HANDGUN,UNLAWFUL VISITATION INTERFERENCE,AGGRAVATED POLICE OFFICER - KNIFE / CUTTING INSTRUMENT,UNLAWFUL SALE - OTHER FIREARM,BIGAMY,SELL / GIVE / DELIVER LIQUOR TO MINOR,ATTEMPT AGGRAVATED - HANDGUN,MANUFACTURE / DELIVER - CANNABIS 10 GRAMS OR LESS,FALSE FIRE ALARM,ILLEGAL POSSESSION BY MINOR,POSSESSION - EXPLOSIVE / INCENDIARY DEVICE,CONCEALED CARRY LICENSE REVOCATION,TO FIRE FIGHT.APP.EQUIP,POSSESSION OF DRUG EQUIPMENT,SALE / DISTRIBUTE OBSCENE MATERIAL TO MINOR,MANUFACTURE / DELIVER - AMPHETAMINES,SEX OFFENDER - FAIL TO REGISTER NEW ADDRESS,PAY TV SERVICE OFFENSES,ATTEMPT ARMED - OTHER FIREARM,AGGRAVATED DOMESTIC BATTERY - HANDGUN,UNLAWFUL SALE - HANDGUN,"CYCLE, SCOOTER, BIKE NO VIN",ATTEMPT AGGRAVATED - OTHER,VIOLENT OFFENDER - FAIL TO REGISTER NEW ADDRESS,INSTITUTIONAL VANDALISM,GAME/DICE,AGGRAVATED POLICE OFFICER - OTHER FIREARM,"ATTEMPT - TRUCK, BUS, MOTOR HOME",INDECENT SOLICITATION OF AN ADULT,INTOXICATING COMPOUNDS,KIDNAPPING,UNLAWFUL USE / SALE OF AIR RIFLE,SEXUAL RELATIONS IN FAMILY,SALE OF TOBACCO PRODUCTS TO MINOR,MANUFACTURE / DELIVER - BARBITURATES,ATTEMPT AGGRAVATED - KNIFE / CUTTING INSTRUMENT,ILLEGAL CONSUMPTION BY MINOR,DEFACE IDENTIFICATION MARKS OF FIREARM,CANNABIS PLANT,MONEY LAUNDERING,OBSTRUCTING SERVICE,INSURANCE FRAUD,BY EXPLOSIVE,FORCIBLE DETENTION,"THEFT / RECOVERY - CYCLE, SCOOTER, BIKE WITH VIN",HARBOR RUNAWAY,MOB ACTION,MANUFACTURE / DELIVER - SYNTHETIC MARIJUANA,AIDING ARRESTEE ESCAPE,ATTEMPT AGGRAVATED CRIMINAL SEXUAL ABUSE,EAVESDROPPING,ARMED VIOLENCE,SELL / ADVERTISE FIREWORKS,GAME/CARDS,VIOLATION OF SUMMARY CLOSURE,AGGRAVATED PROTECTED EMPLOYEE - OTHER FIREARM,"ATTEMPT - CYCLE, SCOOTER, BIKE NO VIN","ATTEMPT - CYCLE, SCOOTER, BIKE WITH VIN",AGGRAVATED COMPUTER TAMPERING,DISCLOSE DOMESTIC VIOLENCE VICTIM LOCATION,PUBLIC DEMONSTRATION,DELIVER CANNABIS TO PERSON UNDER 18,ARSONIST - ANNUAL REGISTRATION,SOLICITING FOR BUSINESS,EDUCATIONAL INTIMIDAITON,CONTRIBUTE TO THE CRIMINAL DELINQUENCY OF CHILD,INTIMIDATION OF LAW ENFORCEMENT OFFICIAL,INTERFERE WITH EMERGENCY EQUIPMENT,VIOLATION OF SMOKING BAN,COMPOUNDING A CRIME,SOLICIT OFF PUBLIC WAY,OTHER PROSTITUTION OFFENSE,ARSONIST - FAIL TO REGISTER NEW ADDRESS,SECOND DEGREE MURDER,GAME / AMUSEMENT DEVICE,UNLAWFUL SALE - DELIVERY OF FIREARM AT SCHOOL,CALL OPERATION,MANUFACTURE / DELIVER - HEROIN (BLACK TAR),CRIMINAL TRANSMISSION OF HIV,ATTEMPT POSSESSION NARCOTICS,ANIMAL FIGHTING,POSSESS - HYPODERMIC NEEDLE,"THEFT / RECOVERY - CYCLE, SCOOTER, BIKE NO VIN",POSSESS KEYS OR DEVICE TO COIN MACHINE,INVOLUNTARY MANSLAUGHTER,DELIVER CONTROLLED SUBSTANCES TO PERSON UNDER 18,BRIBERY,SEX OFFENDER - PROHIBITED ZONE,OFFICIAL MISCONDUCT,FORNICATION,USE OF METAL PIERCING BULLETS,MINOR MISREPRESENT AGE,POSSESS - LOOK-ALIKE DRUGS
2021-01-01,51,17,2.0,28,97,5,22,58,3,38,2,5,6,5,3,37,36,6,1.0,2,8,4,8,3,63,22,1,4,4,7,1.0,7,10,11,3,33,2,3,2,3,2,1.0,1.0,19,2,1,2,1,1,1,1,5,4,1,1,1,5,1.0,12,3,1,8,8,2,2.0,1.0,1.0,2.0,1.0,2.0,2,1,1.0,1.0,1.0,4,6,3,1.0,1,1,1.0,1.0,4.0,1,1.0,1.0,5.0,6.0,5.0,1.0,1,1.0,1,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-02,35,5,0.0,25,51,3,20,26,3,34,1,0,5,0,4,26,31,6,1.0,4,4,3,2,0,5,14,0,0,4,4,0.0,10,2,13,5,13,0,0,3,2,3,0.0,1.0,8,0,0,1,2,0,1,1,3,0,0,0,3,10,0.0,4,0,0,4,1,2,0.0,0.0,0.0,1.0,0.0,1.0,1,0,1.0,0.0,2.0,0,0,2,0.0,2,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-03,44,9,0.0,17,62,4,27,41,0,48,1,1,2,1,4,20,36,0,0.0,0,2,4,4,0,6,19,0,1,7,2,0.0,4,2,9,7,32,2,1,2,1,0,0.0,1.0,2,1,1,2,1,1,1,1,3,0,0,0,4,12,0.0,4,0,1,1,3,1,0.0,1.0,0.0,7.0,0.0,0.0,1,0,0.0,0.0,2.0,0,0,2,0.0,2,1,0.0,1.0,1.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-04,45,4,0.0,30,42,1,22,26,2,70,1,1,8,1,1,23,38,7,0.0,1,4,3,4,0,12,7,1,1,0,11,2.0,6,3,12,4,29,0,3,9,1,0,0.0,1.0,3,1,0,3,0,1,0,0,6,1,0,0,1,11,0.0,5,0,2,5,2,1,0.0,0.0,0.0,4.0,0.0,0.0,2,1,0.0,0.0,0.0,3,1,0,0.0,1,2,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,2.0,0.0,2,1.0,1,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-05,43,5,0.0,24,54,0,26,31,0,61,1,1,3,0,6,17,50,7,0.0,0,2,3,5,0,12,9,0,0,6,9,0.0,3,1,15,4,30,0,3,7,0,0,0.0,1.0,8,1,1,1,4,0,1,2,3,0,3,0,2,15,0.0,5,1,0,2,1,2,0.0,0.0,0.0,2.0,0.0,1.0,0,1,0.0,0.0,1.0,1,0,3,0.0,1,2,1.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-06,44,5,0.0,18,32,4,19,18,0,70,1,0,7,0,3,9,37,6,0.0,2,4,3,4,0,8,20,1,3,8,10,0.0,12,2,7,3,26,0,0,2,0,1,0.0,0.0,1,1,0,3,1,0,0,1,5,0,1,0,2,8,0.0,5,0,0,3,4,0,0.0,0.0,0.0,7.0,0.0,0.0,1,3,0.0,0.0,2.0,0,1,0,0.0,3,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,2.0,0.0,0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-07,43,8,0.0,32,58,1,27,25,0,63,1,1,6,0,3,22,50,3,0.0,1,3,2,5,0,7,11,0,0,11,9,1.0,14,3,8,9,23,0,2,9,3,0,0.0,0.0,6,1,0,1,0,0,0,2,3,2,0,0,2,14,0.0,11,0,2,3,3,0,1.0,1.0,0.0,4.0,0.0,0.0,0,2,0.0,0.0,4.0,0,2,4,1.0,1,0,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-08,58,3,0.0,26,51,3,25,39,0,53,0,0,6,0,5,17,53,5,2.0,2,3,5,5,0,9,11,1,2,12,10,1.0,9,2,16,3,31,1,0,3,2,0,0.0,0.0,3,0,0,1,3,1,1,3,3,0,2,0,2,20,0.0,3,0,2,0,7,1,0.0,0.0,1.0,2.0,0.0,0.0,1,2,0.0,0.0,2.0,0,0,2,0.0,2,3,1.0,0.0,0.0,0,0.0,0.0,0.0,1.0,2.0,0.0,0,0.0,2,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,3.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-09,52,10,0.0,17,52,1,27,33,1,15,0,0,3,0,2,15,38,2,0.0,0,3,7,5,1,2,16,0,1,7,11,0.0,6,1,5,7,24,3,0,6,0,2,0.0,0.0,4,2,1,5,1,0,1,0,7,1,1,0,2,14,0.0,8,1,2,5,4,2,0.0,0.0,0.0,5.0,0.0,0.0,0,0,0.0,0.0,0.0,0,1,2,1.0,2,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,1,1.0,1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,5.0,3.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,3.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-10,44,17,0.0,23,44,5,25,28,0,78,1,0,4,2,3,15,36,1,0.0,2,4,7,7,0,6,28,0,0,8,6,0.0,8,1,6,2,39,1,3,3,1,0,0.0,1.0,4,1,0,0,0,0,0,0,4,0,2,0,0,7,0.0,8,1,1,5,4,0,0.0,1.0,0.0,9.0,0.0,0.0,4,2,0.0,0.0,0.0,0,1,2,0.0,1,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3.0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
